"","genes","merge","value","ID_sample","ID_lab","Lib","Seq_batch","Numero_unique_groupe","Numero_unique_specimen","Weight","Length","TAG","Tank_exp","Tank_sample","Temperature_acclim","Temperature_sampling","Delta_acclim","Delta_temperature","DatHr_euthan","deltaT.ARN","Time","ID","acclim","sampling","Delta_short","Delta_long","cluster","cutoff0.001","cutoff0.018","cutoff0.03","cutoff0.071","cutoff0.16","cutoff0.284","cutoff0.444","cutoff0.524","cutoff0.64","cutoff0.871","cutoff1.138","cutoff1.44","cutoff1.778","cutoff2.151","cutoff2.409","cutoff3.004","cutoff3.484","cutoff4","sum_cluster","sum_cluster2","cluster2","cluster_new"
"2357","SEFA.2507.1","55",0.284899171247526,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2358","SEFA.2517.1","55",-0.407272912413499,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2359","SEFA.2520.1","55",-0.240295463511724,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,NA,NA,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2360","SEFA.2595.1","55",0.019199526785737,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2361","SEFA.2643.6","55",0.383766936900918,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2362","SEFA.2643.7","55",0.42316335796706,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2363","SEFA.2643.13","55",0.398386864710205,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2364","SEFA.2643.18","55",0.378373723672944,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2365","SEFA.3317.1","55",-0.157867147770738,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2366","SEFA.3406.1","55",0.0105462958312826,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2367","SEFA.3511.1","55",0.350135582579247,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2368","SEFA.4229.1","55",-0.39541532887781,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2369","SEFA.4229.2","55",-0.423744779619535,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2370","SEFA.4368.1","55",-1.04773683005486,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2371","SEFA.4953.1","55",0.0505635477999668,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2372","SEFA.6074.1","55",0.00466632423908841,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,NA,NA,NA,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2373","SEFA.6103.1","55",0.102932823137939,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2374","SEFA.6103.2","55",0.103024902122351,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2375","SEFA.6180.1","55",-0.668156691350166,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2376","SEFA.6274.1","55",-0.286823396312999,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,99,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2377","SEFA.7273.1","55",-1.0814796076437,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,NA,NA,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2378","SEFA.7727.1","55",-0.270974167258253,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2379","SEFA.7826.1","55",0.208323377298833,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2380","SEFA.8832.1","55",0.0100668488535081,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,99,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2381","SEFA.9016.1","55",0.205649239152146,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,99,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2382","SEFA.9059.1","55",-0.209907868811465,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,99,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2383","SEFA.9754.1","55",0.0656487279957119,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,NA,NA,NA,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2384","SEFA.11401.1","55",0.242285265005586,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,99,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2385","SEFA.12145.1","55",0.206189754675853,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,NA,NA,NA,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2386","SEFA.12145.2","55",0.346556823118332,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,NA,NA,NA,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2387","SEFA.12275.1","55",0.0400263539714292,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2388","SEFA.12287.1","55",-0.718464500529542,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2389","SEFA.12289.1","55",-0.190201632620561,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2390","SEFA.14276.1","55",0.103238878398488,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,NA,NA,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2391","SEFA.14708.1","55",-0.298589815231762,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2392","SEFA.14708.2","55",-0.26074322226545,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2393","SEFA.14714.1","55",-0.701648158831025,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2394","SEFA.15478.1","55",-0.110641228616546,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,99,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2395","SEFA.15478.2","55",-0.101818807413585,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,99,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2396","SEFA.15478.3","55",-0.110465806614207,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,99,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2397","SEFA.15500.140","55",0.335653606040904,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2398","SEFA.15658.1","55",0.171553590316217,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,NA,NA,NA,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2399","SEFA.15674.1","55",0.0970880709857477,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2400","SEFA.15698.1","55",0.0917565849319203,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2401","SEFA.15698.3","55",0.219658032123424,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2402","SEFA.15698.4","55",0.239369934119354,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2403","SEFA.15698.6","55",0.285440227790592,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2404","SEFA.15698.7","55",0.265418718455624,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2405","SEFA.15790.1","55",-0.32286469463862,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2406","SEFA.15961.1","55",-0.133108147562296,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2407","SEFA.15961.2","55",-0.144704843612382,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2408","SEFA.15961.3","55",-0.135262909394607,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,91,70,70,70,55,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2409","SEFA.16141.6","55",-0.863101951482695,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2410","SEFA.16141.7","55",-1.01720330081709,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,NA,NA,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2411","SEFA.16142.1","55",-0.880454661488096,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,NA,NA,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2412","SEFA.16151.1","55",-0.745674156810742,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2413","SEFA.17219.1","55",-0.941663655065565,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2414","SEFA.17256.1","55",-0.0894450050715924,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,74,74,74,34,28,25,21,21,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2415","SEFA.17496.1","55",-0.492462301018685,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2416","SEFA.17571.3","55",0.0221889576755307,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2417","SEFA.17571.4","55",0.0623763355314989,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
"2418","SEFA.17571.5","55",0.0577019725298791,"ARN_22_00011","S11","NS.1812.001.NEBNext_dual_i7_213---NEBNext_dual_i5_261.ARN_22_00011","1812","G_21_09215","S_21_06010",181.5,216,34183,"A2","A2",5,5,"10mo",0,44489.43,91,"10mo","1812.ARN_22_00011","5","5","no","0",14,NA,NA,NA,NA,74,57,43,24,24,18,13,6,6,6,5,5,4,1,85,"85",3,"Group S03 (85)"
